dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1609606800,2021-01-02 17:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.73,2414,267.24,264.77,267.32,269.18,1020,,,88,2.6,90,,,,,,100,701,Mist,mist,50d
1609610400,2021-01-02 18:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.75,4800,267.39,264.8,267.87,269.18,1019,,,89,2.6,70,,,,,,100,701,Mist,mist,50d
1609614000,2021-01-02 19:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.22,4023,267.72,265.36,267.87,269.5,1018,,,88,2.6,100,,,,,,100,701,Mist,mist,50d
1609617600,2021-01-02 20:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.87,4023,268.09,266.13,268.43,270.18,1017,,,86,2.6,90,0,,,,,100,701,Mist,mist,50d
1609621200,2021-01-02 21:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.87,3219,268.09,265.61,268.43,270.18,1017,,,86,3.1,100,0,,,,,100,701,Mist,mist,50d
1609624800,2021-01-02 22:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,2414,268.13,266.18,268.99,270.18,1017,,,86,2.6,80,,,,,,100,701,Mist,mist,50d
1609628400,2021-01-02 23:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,2414,268.54,266.78,268.99,270.18,1018,,,89,2.1,100,,,,,,100,701,Mist,mist,50n
1609632000,2021-01-03 00:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,3200,268.67,267.7,268.99,270.18,1018,,,90,1.5,70,,,,,,100,701,Mist,mist,50n
1609635600,2021-01-03 01:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,1609,268.67,266.78,268.99,270.18,1017,,,90,2.1,360,,,,,,100,701,Mist,mist,50n
1609639200,2021-01-03 02:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.27,1609,268.76,267.21,268.99,271.25,1017,,,88,2.1,30,,,,,,100,701,Mist,mist,50n
1609642800,2021-01-03 03:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.25,1609,268.61,266.58,268.99,270.4,1017,,,87,2.6,40,,,,,,100,701,Mist,mist,50n
1609646400,2021-01-03 04:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.11,1609,268.6,267.02,268.99,270.5,1017,,,88,2.1,50,,,,,,100,701,Mist,mist,50n
1609650000,2021-01-03 05:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.1,1609,268.59,267.92,268.47,270.5,1017,,,88,1.5,350,,,,,,100,701,Mist,mist,50n
1609653600,2021-01-03 06:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.87,1600,268.23,269.87,267.91,270.5,1017,,,87,0,0,0,,,,,100,701,Mist,mist,50n
1609657200,2021-01-03 07:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.16,1609,269.04,267.08,268.99,270.4,1015,,,91,2.1,310,0,,,,,100,701,Mist,mist,50n
1609660800,2021-01-03 08:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.31,1609,269.06,265.7,269.5,270.4,1015,,,90,3.6,330,,,,,,100,701,Mist,mist,50n
1609664400,2021-01-03 09:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.31,1609,269.06,265.7,269.5,270.4,1014,,,90,3.6,320,,,,,,100,701,Mist,mist,50n
1609668000,2021-01-03 10:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.01,1609,268.63,265.78,269.12,270.18,1015,,,89,3.1,300,0,,,,,100,701,Mist,mist,50n
1609671600,2021-01-03 11:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.62,1207,268.25,264.86,268.5,269.9,1015,,,89,3.6,260,,,,,,100,701,Mist,mist,50n
1609675200,2021-01-03 12:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.95,1600,267.45,265.04,267.5,269.18,1016,,,88,2.6,310,,,,,,100,701,Mist,mist,50n
1609678800,2021-01-03 13:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.95,2414,267.19,262.92,267.42,269.18,1015,,,86,5.1,280,,,,,,100,701,Mist,mist,50n
1609682400,2021-01-03 14:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.19,2414,266.44,264.13,267.42,268.2,1016,,,86,2.6,240,0,,,,,100,701,Mist,mist,50d
1609686000,2021-01-03 15:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,267.53,2414,266.56,262.79,266.76,268.22,1016,,,92,3.1,210,0,,,,,100,701,Mist,mist,50d
1609689600,2021-01-03 16:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.21,2816,266.98,263.14,266.89,268.78,1017,,,90,3.6,220,,,,,,100,701,Mist,mist,50d
1609693200,2021-01-03 17:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.77,1609,267.41,264.82,266.89,269.18,1017,,,89,2.6,230,0,,,,,100,701,Mist,mist,50d
1609696800,2021-01-03 18:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.07,1600,267.7,269.07,268,269.3,1016,,,89,0,0,0,,,,,100,701,Mist,mist,50d
1609700400,2021-01-03 19:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.08,1609,267.84,265.81,268.8,269.62,1016,,,90,2.1,240,0,,,,,100,701,Mist,mist,50d
1609704000,2021-01-03 20:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.3,1609,268.06,265.45,269.12,269.62,1016,,,90,2.6,240,0,,,,,100,701,Mist,mist,50d
1609707600,2021-01-03 21:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.62,1609,267.13,264.64,268.18,270.5,1016,,,88,2.6,210,0,,,,,100,701,Mist,mist,50d
1609711200,2021-01-03 22:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.94,1609,267.18,265.02,268.43,269.5,1017,,,86,2.6,210,0,,,,,100,701,Mist,mist,50d
1609714800,2021-01-03 23:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.85,2414,267.09,264.38,267.87,269.18,1016,,,86,3.1,140,0,,,,,100,701,Mist,mist,50n
1609718400,2021-01-04 00:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.75,2400,267.39,264.8,267.87,269.18,1017,,,89,2.6,210,0,,,,,100,701,Mist,mist,50n
1609722000,2021-01-04 01:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.12,1207,266.76,263.03,267.32,268.22,1017,,,89,3.6,210,0,,,,,100,701,Mist,mist,50n
1609725600,2021-01-04 02:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.75,805,267.39,263.38,267.32,269.18,1016,,,89,4.1,150,,,,,,100,741,Fog,fog,50n
1609729200,2021-01-04 03:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,268.75,1207,267.65,263.38,267.32,269.18,1016,,,91,4.1,180,,,,,,100,701,Mist,mist,50n
1609732800,2021-01-04 04:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.14,805,267.9,264.27,267.87,269.33,1016,,,90,3.6,160,,,,,,100,741,Fog,fog,50n
1609736400,2021-01-04 05:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.36,1609,267.99,265,268.43,270.14,1017,,,89,3.1,210,,,,,,100,701,Mist,mist,50n
1609740000,2021-01-04 06:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.79,3200,268.42,265.52,268.56,270.18,1017,,,89,3.1,180,,,,,,100,701,Mist,mist,50n
1609743600,2021-01-04 07:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.95,4023,268.97,265.71,269.12,270.18,1016,,,92,3.1,190,,,,,,100,701,Mist,mist,50n
1609747200,2021-01-04 08:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,2816,268.67,265.21,268.99,270.18,1016,,,90,3.6,150,,,,,,100,701,Mist,mist,50n
1609750800,2021-01-04 09:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,4023,268.93,265.21,268.99,270.18,1016,,,92,3.6,170,,,,,,100,701,Mist,mist,50n
1609754400,2021-01-04 10:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,4023,268.67,264.81,268.99,270.18,1015,,,90,4.1,170,,,,,,100,701,Mist,mist,50n
1609758000,2021-01-04 11:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.26,6437,267.76,264.01,268.99,269.62,1015,,,88,4.1,170,0,,,,,100,701,Mist,mist,50n
1609761600,2021-01-04 12:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.93,2400,268.42,265.23,268.43,270.18,1015,,,88,3.6,190,,,,,,100,701,Mist,mist,50n
1609765200,2021-01-04 13:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.6,2414,268.49,265.29,268.43,270.18,1015,,,91,3.1,200,,,,,,100,701,Mist,mist,50n
1609768800,2021-01-04 14:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.93,402,268.42,264.83,268.99,270.18,1016,,,88,4.1,170,,,,,,100,741,Fog,fog,50d
1609772400,2021-01-04 15:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,402,268.67,264.81,268.99,270.18,1015,,,90,4.1,170,,,,,,100,741,Fog,fog,50d
1609776000,2021-01-04 16:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,269.91,402,269.05,264.45,268.99,270.18,1015,,,93,4.6,190,,,,,,100,701,Mist,mist,50d
1609779600,2021-01-04 17:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.1,2414,269.37,265.44,269.54,270.5,1015,,,94,3.6,200,,,,,,100,701,Mist,mist,50d
1609783200,2021-01-04 18:00:00 +0000 UTC,-21600,Moline,41.5067,-90.515134,270.44,2400,269.58,266.3,270.1,271,1014,,,93,3.1,220,0,,,,,100,701,Mist,mist,50d
